X1,X3,X5,X6,X7,X8,Y1,Y2
-0.4462871026284195,5.840641657373398,3.5,4.0,0.1,1.0,15.42,19.34
-0.4462871026284195,5.840641657373398,3.5,5.0,0.1,1.0,15.21,19.32
-0.4780358009429998,5.909440711629391,3.5,2.0,0.1,1.0,12.96,14.34
-0.4780358009429998,5.909440711629391,3.5,3.0,0.1,1.0,12.97,14.5
-0.4780358009429998,5.909440711629391,3.5,4.0,0.1,1.0,12.93,14.33
-0.4780358009429998,5.909440711629391,3.5,5.0,0.1,1.0,13.02,14.27
-0.020202707317519466,5.68697535633982,7.0,2.0,0.1,2.0,24.29,25.95
-0.020202707317519466,5.68697535633982,7.0,3.0,0.1,2.0,24.31,25.63
-0.020202707317519466,5.68697535633982,7.0,4.0,0.1,2.0,24.13,26.13
-0.020202707317519466,5.68697535633982,7.0,5.0,0.1,2.0,24.25,25.89
-0.10536051565782628,5.766757273817589,7.0,2.0,0.1,2.0,28.88,32.54
-0.10536051565782628,5.766757273817589,7.0,3.0,0.1,2.0,29.68,29.44
-0.10536051565782628,5.766757273817589,7.0,4.0,0.1,2.0,28.83,29.36
-0.10536051565782628,5.766757273817589,7.0,5.0,0.1,2.0,27.9,34.2
-0.15082288973458366,5.68697535633982,7.0,2.0,0.1,2.0,26.48,30.91
-0.15082288973458366,5.68697535633982,7.0,3.0,0.1,2.0,27.02,25.63
-0.15082288973458366,5.68697535633982,7.0,4.0,0.1,2.0,26.33,27.36
-0.15082288973458366,5.68697535633982,7.0,5.0,0.1,2.0,25.36,31.9
-0.19845093872383832,5.766757273817589,7.0,2.0,0.1,2.0,23.75,27.38
-0.19845093872383832,5.766757273817589,7.0,3.0,0.1,2.0,24.23,25.02
-0.19845093872383832,5.766757273817589,7.0,4.0,0.1,2.0,23.67,24.8
-0.19845093872383832,5.766757273817589,7.0,5.0,0.1,2.0,22.79,28.79
-0.23572233352106983,5.840641657373398,7.0,2.0,0.1,2.0,35.65,41.07
-0.23572233352106983,5.840641657373398,7.0,3.0,0.1,2.0,37.26,34.62
-0.23572233352106983,5.840641657373398,7.0,4.0,0.1,2.0,36.97,33.87
-0.23572233352106983,5.840641657373398,7.0,5.0,0.1,2.0,36.03,42.86
-0.2744368457017603,6.0342845442909105,7.0,2.0,0.1,2.0,33.16,33.91
-0.2744368457017603,6.0342845442909105,7.0,3.0,0.1,2.0,32.4,34.07
-0.2744368457017603,6.0342845442909105,7.0,4.0,0.1,2.0,33.12,34.17
-0.2744368457017603,6.0342845442909105,7.0,5.0,0.1,2.0,32.41,33.78
-0.3011050927839216,5.5053315359323625,3.5,2.0,0.1,2.0,10.42,13.39
-0.3011050927839216,5.5053315359323625,3.5,3.0,0.1,2.0,10.46,13.72
-0.3011050927839216,5.5053315359323625,3.5,4.0,0.1,2.0,10.32,13.57
-0.3011050927839216,5.5053315359323625,3.5,5.0,0.1,2.0,10.45,13.79
-0.342490308946776,5.600272098286537,3.5,2.0,0.1,2.0,10.64,13.67
-0.342490308946776,5.600272098286537,3.5,3.0,0.1,2.0,10.72,14.11
-0.342490308946776,5.600272098286537,3.5,4.0,0.1,2.0,10.55,13.8
-0.342490308946776,5.600272098286537,3.5,5.0,0.1,2.0,10.68,14.21
-0.37106368139083207,5.68697535633982,3.5,2.0,0.1,2.0,11.45,13.2
-0.37106368139083207,5.68697535633982,3.5,3.0,0.1,2.0,11.46,13.54
-0.37106368139083207,5.68697535633982,3.5,4.0,0.1,2.0,11.32,13.32
-0.37106368139083207,5.68697535633982,3.5,5.0,0.1,2.0,11.49,13.51
-0.4155154439616658,5.766757273817589,3.5,2.0,0.1,2.0,11.45,14.86
-0.4155154439616658,5.766757273817589,3.5,3.0,0.1,2.0,11.42,14.75
-0.4155154439616658,5.766757273817589,3.5,4.0,0.1,2.0,11.33,15.0
-0.4155154439616658,5.766757273817589,3.5,5.0,0.1,2.0,11.43,14.74
-0.4462871026284195,5.840641657373398,3.5,2.0,0.1,2.0,15.41,19.23
-0.4462871026284195,5.840641657373398,3.5,3.0,0.1,2.0,15.18,19.34
-0.4462871026284195,5.840641657373398,3.5,4.0,0.1,2.0,15.34,19.32
-0.4462871026284195,5.840641657373398,3.5,5.0,0.1,2.0,15.19,19.3
-0.4780358009429998,5.909440711629391,3.5,2.0,0.1,2.0,12.88,14.37
-0.4780358009429998,5.909440711629391,3.5,3.0,0.1,2.0,13.0,14.57
-0.4780358009429998,5.909440711629391,3.5,4.0,0.1,2.0,12.97,14.27
-0.4780358009429998,5.909440711629391,3.5,5.0,0.1,2.0,13.04,14.24
-0.020202707317519466,5.68697535633982,7.0,2.0,0.1,3.0,24.28,25.68
-0.020202707317519466,5.68697535633982,7.0,3.0,0.1,3.0,24.4,26.02
-0.020202707317519466,5.68697535633982,7.0,4.0,0.1,3.0,24.11,25.84
-0.020202707317519466,5.68697535633982,7.0,5.0,0.1,3.0,24.35,26.14
-0.10536051565782628,5.766757273817589,7.0,2.0,0.1,3.0,28.07,34.14
-0.10536051565782628,5.766757273817589,7.0,3.0,0.1,3.0,29.01,32.85
-0.10536051565782628,5.766757273817589,7.0,4.0,0.1,3.0,29.62,30.08
-0.10536051565782628,5.766757273817589,7.0,5.0,0.1,3.0,29.05,29.67
-0.15082288973458366,5.68697535633982,7.0,2.0,0.1,3.0,25.41,31.73
-0.15082288973458366,5.68697535633982,7.0,3.0,0.1,3.0,26.47,31.01
-0.15082288973458366,5.68697535633982,7.0,4.0,0.1,3.0,26.89,25.9
-0.15082288973458366,5.68697535633982,7.0,5.0,0.1,3.0,26.46,27.4
-0.19845093872383832,5.766757273817589,7.0,2.0,0.1,3.0,22.93,28.68
-0.19845093872383832,5.766757273817589,7.0,3.0,0.1,3.0,23.84,27.54
-0.19845093872383832,5.766757273817589,7.0,4.0,0.1,3.0,24.17,25.35
-0.19845093872383832,5.766757273817589,7.0,5.0,0.1,3.0,23.87,24.93
-0.23572233352106983,5.840641657373398,7.0,2.0,0.1,3.0,35.78,43.12
-0.23572233352106983,5.840641657373398,7.0,3.0,0.1,3.0,35.48,41.22
-0.23572233352106983,5.840641657373398,7.0,4.0,0.1,3.0,36.97,35.1
-0.23572233352106983,5.840641657373398,7.0,5.0,0.1,3.0,36.7,34.29
-0.2744368457017603,6.0342845442909105,7.0,2.0,0.1,3.0,32.52,33.85
-0.2744368457017603,6.0342845442909105,7.0,3.0,0.1,3.0,33.28,34.11
-0.2744368457017603,6.0342845442909105,7.0,4.0,0.1,3.0,32.33,34.48
-0.2744368457017603,6.0342845442909105,7.0,5.0,0.1,3.0,33.24,34.5
-0.3011050927839216,5.5053315359323625,3.5,2.0,0.1,3.0,10.39,13.6
-0.3011050927839216,5.5053315359323625,3.5,3.0,0.1,3.0,10.34,13.36
-0.3011050927839216,5.5053315359323625,3.5,4.0,0.1,3.0,10.35,13.65
-0.3011050927839216,5.5053315359323625,3.5,5.0,0.1,3.0,10.38,13.49
-0.342490308946776,5.600272098286537,3.5,2.0,0.1,3.0,10.77,14.14
-0.342490308946776,5.600272098286537,3.5,3.0,0.1,3.0,10.68,13.77
-0.342490308946776,5.600272098286537,3.5,4.0,0.1,3.0,10.68,14.3
-0.342490308946776,5.600272098286537,3.5,5.0,0.1,3.0,10.7,13.87
-0.37106368139083207,5.68697535633982,3.5,2.0,0.1,3.0,11.22,14.44
-0.37106368139083207,5.68697535633982,3.5,3.0,0.1,3.0,11.16,14.27
-0.37106368139083207,5.68697535633982,3.5,4.0,0.1,3.0,11.1,14.67
-0.37106368139083207,5.68697535633982,3.5,5.0,0.1,3.0,11.14,14.4
-0.4155154439616658,5.766757273817589,3.5,2.0,0.1,3.0,11.59,13.46
-0.4155154439616658,5.766757273817589,3.5,3.0,0.1,3.0,11.6,13.7
-0.4155154439616658,5.766757273817589,3.5,4.0,0.1,3.0,11.53,13.59
-0.4155154439616658,5.766757273817589,3.5,5.0,0.1,3.0,11.61,13.83
-0.4462871026284195,5.840641657373398,3.5,2.0,0.1,3.0,15.16,19.14
-0.4462871026284195,5.840641657373398,3.5,3.0,0.1,3.0,15.36,19.18
-0.4462871026284195,5.840641657373398,3.5,4.0,0.1,3.0,15.12,19.37
-0.4462871026284195,5.840641657373398,3.5,5.0,0.1,3.0,15.36,19.29
-0.4780358009429998,5.909440711629391,3.5,2.0,0.1,3.0,12.68,14.09
-0.4780358009429998,5.909440711629391,3.5,3.0,0.1,3.0,12.63,14.23
-0.4780358009429998,5.909440711629391,3.5,4.0,0.1,3.0,12.71,14.14
-0.4780358009429998,5.909440711629391,3.5,5.0,0.1,3.0,12.73,13.89
-0.020202707317519466,5.68697535633982,7.0,2.0,0.1,4.0,24.38,25.91
-0.020202707317519466,5.68697535633982,7.0,3.0,0.1,4.0,24.23,25.72
-0.020202707317519466,5.68697535633982,7.0,4.0,0.1,4.0,24.04,26.18
-0.020202707317519466,5.68697535633982,7.0,5.0,0.1,4.0,24.32,25.87
-0.10536051565782628,5.766757273817589,7.0,2.0,0.1,4.0,29.06,29.34
-0.10536051565782628,5.766757273817589,7.0,3.0,0.1,4.0,28.05,33.91
-0.10536051565782628,5.766757273817589,7.0,4.0,0.1,4.0,28.86,32.83
-0.10536051565782628,5.766757273817589,7.0,5.0,0.1,4.0,29.79,29.92
-0.15082288973458366,5.68697535633982,7.0,2.0,0.1,4.0,26.44,27.17
-0.15082288973458366,5.68697535633982,7.0,3.0,0.1,4.0,25.37,31.76
-0.15082288973458366,5.68697535633982,7.0,4.0,0.1,4.0,26.33,31.06
-0.15082288973458366,5.68697535633982,7.0,5.0,0.1,4.0,27.03,25.81
-0.19845093872383832,5.766757273817589,7.0,2.0,0.1,4.0,23.8,24.61
-0.19845093872383832,5.766757273817589,7.0,3.0,0.1,4.0,22.8,28.61
-0.19845093872383832,5.766757273817589,7.0,4.0,0.1,4.0,23.59,27.57
-0.19845093872383832,5.766757273817589,7.0,5.0,0.1,4.0,24.24,25.16
-0.23572233352106983,5.840641657373398,7.0,2.0,0.1,4.0,36.86,34.25
-0.23572233352106983,5.840641657373398,7.0,3.0,0.1,4.0,35.89,43.3
-0.23572233352106983,5.840641657373398,7.0,4.0,0.1,4.0,35.45,41.86
-0.23572233352106983,5.840641657373398,7.0,5.0,0.1,4.0,37.1,35.29
-0.2744368457017603,6.0342845442909105,7.0,2.0,0.1,4.0,33.08,34.11
-0.2744368457017603,6.0342845442909105,7.0,3.0,0.1,4.0,32.38,33.62
-0.2744368457017603,6.0342845442909105,7.0,4.0,0.1,4.0,33.09,33.89
-0.2744368457017603,6.0342845442909105,7.0,5.0,0.1,4.0,32.31,34.05
-0.3011050927839216,5.5053315359323625,3.5,2.0,0.1,4.0,10.08,13.2
-0.3011050927839216,5.5053315359323625,3.5,3.0,0.1,4.0,10.15,13.36
-0.3011050927839216,5.5053315359323625,3.5,4.0,0.1,4.0,10.07,13.21
-0.3011050927839216,5.5053315359323625,3.5,5.0,0.1,4.0,10.14,13.53
-0.342490308946776,5.600272098286537,3.5,2.0,0.1,4.0,10.66,13.67
-0.342490308946776,5.600272098286537,3.5,3.0,0.1,4.0,10.68,14.12
-0.342490308946776,5.600272098286537,3.5,4.0,0.1,4.0,10.53,13.79
-0.342490308946776,5.600272098286537,3.5,5.0,0.1,4.0,10.72,14.2
-0.37106368139083207,5.68697535633982,3.5,2.0,0.1,4.0,11.18,14.29
-0.37106368139083207,5.68697535633982,3.5,3.0,0.1,4.0,11.22,14.49
-0.37106368139083207,5.68697535633982,3.5,4.0,0.1,4.0,11.07,14.42
-0.37106368139083207,5.68697535633982,3.5,5.0,0.1,4.0,11.2,14.73
-0.4155154439616658,5.766757273817589,3.5,2.0,0.1,4.0,11.44,14.86
-0.4155154439616658,5.766757273817589,3.5,3.0,0.1,4.0,11.42,14.67
-0.4155154439616658,5.766757273817589,3.5,4.0,0.1,4.0,11.33,15.0
-0.4155154439616658,5.766757273817589,3.5,5.0,0.1,4.0,11.43,14.83
-0.4462871026284195,5.840641657373398,3.5,2.0,0.1,4.0,15.4,19.24
-0.4462871026284195,5.840641657373398,3.5,3.0,0.1,4.0,15.19,19.25
-0.4462871026284195,5.840641657373398,3.5,4.0,0.1,4.0,15.32,19.42
-0.4462871026284195,5.840641657373398,3.5,5.0,0.1,4.0,15.16,19.48
-0.4780358009429998,5.909440711629391,3.5,2.0,0.1,4.0,12.85,14.37
-0.4780358009429998,5.909440711629391,3.5,3.0,0.1,4.0,13.04,14.34
-0.4780358009429998,5.909440711629391,3.5,4.0,0.1,4.0,13.0,14.28
-0.4780358009429998,5.909440711629391,3.5,5.0,0.1,4.0,13.0,14.47
-0.020202707317519466,5.68697535633982,7.0,2.0,0.1,5.0,24.35,25.64
-0.020202707317519466,5.68697535633982,7.0,3.0,0.1,5.0,24.33,25.98
-0.020202707317519466,5.68697535633982,7.0,4.0,0.1,5.0,24.03,25.88
-0.020202707317519466,5.68697535633982,7.0,5.0,0.1,5.0,24.26,26.18
-0.10536051565782628,5.766757273817589,7.0,2.0,0.1,5.0,29.83,29.82
-0.10536051565782628,5.766757273817589,7.0,3.0,0.1,5.0,29.08,29.52
-0.10536051565782628,5.766757273817589,7.0,4.0,0.1,5.0,28.03,34.45
-0.10536051565782628,5.766757273817589,7.0,5.0,0.1,5.0,29.02,33.01
-0.15082288973458366,5.68697535633982,7.0,2.0,0.1,5.0,27.03,25.82
-0.15082288973458366,5.68697535633982,7.0,3.0,0.1,5.0,26.45,27.33
-0.15082288973458366,5.68697535633982,7.0,4.0,0.1,5.0,25.36,32.04
-0.15082288973458366,5.68697535633982,7.0,5.0,0.1,5.0,26.45,31.28
-0.19845093872383832,5.766757273817589,7.0,2.0,0.1,5.0,24.37,25.11
-0.19845093872383832,5.766757273817589,7.0,3.0,0.1,5.0,23.89,24.77
-0.19845093872383832,5.766757273817589,7.0,4.0,0.1,5.0,22.89,28.88
-0.19845093872383832,5.766757273817589,7.0,5.0,0.1,5.0,23.86,27.69
-0.23572233352106983,5.840641657373398,7.0,2.0,0.1,5.0,37.03,34.99
-0.23572233352106983,5.840641657373398,7.0,3.0,0.1,5.0,36.71,34.18
-0.23572233352106983,5.840641657373398,7.0,4.0,0.1,5.0,36.77,43.14
-0.23572233352106983,5.840641657373398,7.0,5.0,0.1,5.0,35.48,41.26
-0.2744368457017603,6.0342845442909105,7.0,2.0,0.1,5.0,32.31,34.25
-0.2744368457017603,6.0342845442909105,7.0,3.0,0.1,5.0,33.21,34.35
-0.2744368457017603,6.0342845442909105,7.0,4.0,0.1,5.0,32.46,33.64
-0.2744368457017603,6.0342845442909105,7.0,5.0,0.1,5.0,33.27,33.88
-0.3011050927839216,5.5053315359323625,3.5,2.0,0.1,5.0,10.47,13.65
-0.3011050927839216,5.5053315359323625,3.5,3.0,0.1,5.0,10.37,13.44
-0.3011050927839216,5.5053315359323625,3.5,4.0,0.1,5.0,10.34,13.72
-0.3011050927839216,5.5053315359323625,3.5,5.0,0.1,5.0,10.39,13.5
-0.342490308946776,5.600272098286537,3.5,2.0,0.1,5.0,10.78,14.18
-0.342490308946776,5.600272098286537,3.5,3.0,0.1,5.0,10.7,13.75
-0.342490308946776,5.600272098286537,3.5,4.0,0.1,5.0,10.67,14.26
-0.342490308946776,5.600272098286537,3.5,5.0,0.1,5.0,13.69,13.89
-0.37106368139083207,5.68697535633982,3.5,2.0,0.1,5.0,11.21,14.55
-0.37106368139083207,5.68697535633982,3.5,3.0,0.1,5.0,11.14,14.28
-0.37106368139083207,5.68697535633982,3.5,4.0,0.1,5.0,11.11,14.46
-0.37106368139083207,5.68697535633982,3.5,5.0,0.1,5.0,11.16,14.39
-0.4155154439616658,5.766757273817589,3.5,2.0,0.1,5.0,11.38,14.54
-0.4155154439616658,5.766757273817589,3.5,3.0,0.1,5.0,11.34,14.81
-0.4155154439616658,5.766757273817589,3.5,4.0,0.1,5.0,11.22,14.65
-0.4155154439616658,5.766757273817589,3.5,5.0,0.1,5.0,11.34,14.87
-0.4462871026284195,5.840641657373398,3.5,2.0,0.1,5.0,15.16,19.24
-0.4462871026284195,5.840641657373398,3.5,3.0,0.1,5.0,15.37,19.18
-0.4462871026284195,5.840641657373398,3.5,4.0,0.1,5.0,15.12,19.26
-0.4462871026284195,5.840641657373398,3.5,5.0,0.1,5.0,15.36,19.29
-0.4780358009429998,5.909440711629391,3.5,2.0,0.1,5.0,12.59,14.24
-0.4780358009429998,5.909440711629391,3.5,3.0,0.1,5.0,12.74,13.97
-0.4780358009429998,5.909440711629391,3.5,4.0,0.1,5.0,12.8,13.99
-0.4780358009429998,5.909440711629391,3.5,5.0,0.1,5.0,12.62,14.15
-0.020202707317519466,5.68697535633982,7.0,2.0,0.25,1.0,28.15,29.79
-0.020202707317519466,5.68697535633982,7.0,3.0,0.25,1.0,28.15,29.79
-0.020202707317519466,5.68697535633982,7.0,4.0,0.25,1.0,28.37,29.28
-0.020202707317519466,5.68697535633982,7.0,5.0,0.25,1.0,28.41,29.49
-0.10536051565782628,5.766757273817589,7.0,2.0,0.25,1.0,32.68,36.12
-0.10536051565782628,5.766757273817589,7.0,3.0,0.25,1.0,33.48,33.17
-0.10536051565782628,5.766757273817589,7.0,4.0,0.25,1.0,32.84,32.71
-0.10536051565782628,5.766757273817589,7.0,5.0,0.25,1.0,32.0,37.58
-0.15082288973458366,5.68697535633982,7.0,2.0,0.25,1.0,29.54,33.98
-0.15082288973458366,5.68697535633982,7.0,3.0,0.25,1.0,30.05,28.61
-0.15082288973458366,5.68697535633982,7.0,4.0,0.25,1.0,29.6,30.12
-0.15082288973458366,5.68697535633982,7.0,5.0,0.25,1.0,28.66,34.73
-0.19845093872383832,5.766757273817589,7.0,2.0,0.25,1.0,26.84,30.17
-0.19845093872383832,5.766757273817589,7.0,3.0,0.25,1.0,27.27,27.84
-0.19845093872383832,5.766757273817589,7.0,4.0,0.25,1.0,26.97,27.25
-0.19845093872383832,5.766757273817589,7.0,5.0,0.25,1.0,26.19,31.39
-0.23572233352106983,5.840641657373398,7.0,2.0,0.25,1.0,38.67,43.8
-0.23572233352106983,5.840641657373398,7.0,3.0,0.25,1.0,40.03,37.81
-0.23572233352106983,5.840641657373398,7.0,4.0,0.25,1.0,39.86,36.85
-0.23572233352106983,5.840641657373398,7.0,5.0,0.25,1.0,39.04,45.52
-0.2744368457017603,6.0342845442909105,7.0,2.0,0.25,1.0,36.96,36.85
-0.2744368457017603,6.0342845442909105,7.0,3.0,0.25,1.0,36.13,37.58
-0.2744368457017603,6.0342845442909105,7.0,4.0,0.25,1.0,36.91,37.45
-0.2744368457017603,6.0342845442909105,7.0,5.0,0.25,1.0,36.43,36.62
-0.3011050927839216,5.5053315359323625,3.5,2.0,0.25,1.0,12.43,15.19
-0.3011050927839216,5.5053315359323625,3.5,3.0,0.25,1.0,12.5,15.5
-0.3011050927839216,5.5053315359323625,3.5,4.0,0.25,1.0,12.41,15.28
-0.3011050927839216,5.5053315359323625,3.5,5.0,0.25,1.0,12.45,15.5
-0.342490308946776,5.600272098286537,3.5,2.0,0.25,1.0,12.57,15.42
-0.342490308946776,5.600272098286537,3.5,3.0,0.25,1.0,12.65,15.85
-0.342490308946776,5.600272098286537,3.5,4.0,0.25,1.0,12.57,15.44
-0.342490308946776,5.600272098286537,3.5,5.0,0.25,1.0,12.63,15.81
-0.37106368139083207,5.68697535633982,3.5,2.0,0.25,1.0,12.78,15.21
-0.37106368139083207,5.68697535633982,3.5,3.0,0.25,1.0,12.93,15.63
-0.37106368139083207,5.68697535633982,3.5,4.0,0.25,1.0,12.73,15.48
-0.37106368139083207,5.68697535633982,3.5,5.0,0.25,1.0,12.72,15.78
-0.4155154439616658,5.766757273817589,3.5,2.0,0.25,1.0,13.17,16.39
-0.4155154439616658,5.766757273817589,3.5,3.0,0.25,1.0,13.18,16.27
-0.4155154439616658,5.766757273817589,3.5,4.0,0.25,1.0,13.17,16.39
-0.4155154439616658,5.766757273817589,3.5,5.0,0.25,1.0,13.18,16.19
-0.4462871026284195,5.840641657373398,3.5,2.0,0.25,1.0,17.5,21.13
-0.4462871026284195,5.840641657373398,3.5,3.0,0.25,1.0,17.35,21.19
-0.4462871026284195,5.840641657373398,3.5,4.0,0.25,1.0,17.52,21.09
